================================================================================
FAILED PREDICTIONS REPORT
================================================================================
Total Failures: 12185

Image Only Failed: 11234
Radar Only Failed: 951
Both Failed: 0

--------------------------------------------------------------------------------
Filename                                 | Truth      | Img Pred   | Rad Pred   | Img Conf   | Rad Conf  
Sample_8075                              | Person     | Cyclist    | Person     | 99.96%     | 99.77%    
Sample_8076                              | Person     | Cyclist    | Person     | 99.96%     | 99.76%    
Sample_8077                              | Person     | Cyclist    | Person     | 99.96%     | 99.68%    
Sample_8078                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8079                              | Person     | Cyclist    | Person     | 99.97%     | 100.00%   
Sample_8080                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8081                              | Person     | Cyclist    | Person     | 99.97%     | 100.00%   
Sample_8082                              | Person     | Cyclist    | Person     | 99.97%     | 100.00%   
Sample_8083                              | Person     | Cyclist    | Person     | 99.97%     | 100.00%   
Sample_8084                              | Person     | Cyclist    | Person     | 99.97%     | 100.00%   
Sample_8085                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8086                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8087                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8088                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8089                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8090                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_8091                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8092                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8093                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8094                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8095                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8096                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8097                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8098                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8099                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8100                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8101                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8102                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8103                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8104                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8105                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8106                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_8107                              | Person     | Cyclist    | Person     | 99.96%     | 98.81%    
Sample_8108                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8109                              | Person     | Cyclist    | Person     | 99.96%     | 99.84%    
Sample_8110                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8111                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8112                              | Person     | Cyclist    | Person     | 99.96%     | 99.93%    
Sample_8113                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_8114                              | Person     | Cyclist    | Person     | 99.96%     | 98.15%    
Sample_8115                              | Person     | Cyclist    | Person     | 99.96%     | 93.97%    
Sample_8116                              | Person     | Cyclist    | Person     | 99.96%     | 95.14%    
Sample_8117                              | Person     | Cyclist    | Person     | 99.96%     | 97.62%    
Sample_8118                              | Person     | Cyclist    | Person     | 99.96%     | 98.48%    
Sample_8119                              | Person     | Cyclist    | Person     | 99.96%     | 99.33%    
Sample_8120                              | Person     | Cyclist    | Person     | 99.96%     | 99.94%    
Sample_8121                              | Person     | Cyclist    | Person     | 99.96%     | 99.55%    
Sample_8122                              | Person     | Cyclist    | Person     | 99.96%     | 99.35%    
Sample_8123                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8124                              | Person     | Cyclist    | Person     | 99.96%     | 99.86%    
Sample_8125                              | Person     | Cyclist    | Person     | 99.96%     | 79.88%    
Sample_8126                              | Person     | Cyclist    | Person     | 99.96%     | 98.51%    
Sample_8127                              | Person     | Cyclist    | Person     | 99.96%     | 97.75%    
Sample_8128                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8129                              | Person     | Cyclist    | Person     | 99.96%     | 99.95%    
Sample_8130                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8131                              | Person     | Cyclist    | Person     | 99.96%     | 99.94%    
Sample_8132                              | Person     | Cyclist    | Person     | 99.96%     | 99.76%    
Sample_8133                              | Person     | Cyclist    | Person     | 99.96%     | 95.91%    
Sample_8134                              | Person     | Cyclist    | Cyclist    | 99.96%     | 50.25%    
Sample_8135                              | Person     | Cyclist    | Person     | 99.96%     | 99.71%    
